step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
344,291784,344,0.015085476797607774,1.0,1.0,,,,,
345,292697,345,0.017720187307530867,1.0,1.0,0.016493133702146924,0.0,0.6666666666666666,,
346,293586,346,0.014971066766744036,0.0,0.6666666666666666,,,,,
347,294475,347,0.016287008504624716,0.0,0.6666666666666666,,,,,
348,295420,348,0.0122338201990361,0.0,0.6666666666666666,,,,,
349,296117,349,0.016561922674339143,0.0,0.6666666666666666,,,,,
350,297166,350,0.021389826255818777,0.0,0.0,,,,,
351,298135,351,0.01600318967977617,0.0,0.6666666666666666,,,,,
352,298848,352,0.017750300065576024,0.0,0.6666666666666666,,,,,
353,299585,353,0.02362690607801695,0.0,0.0,0.02183230551302596,0.0,0.6666666666666666,,
354,300418,354,0.012950200818430771,1.0,1.0,,,,,
355,301491,355,0.0150939834467255,0.0,0.0,,,,,
356,302268,356,0.01239886298361983,1.0,1.0,,,,,
357,302997,357,0.013730817411175869,1.0,1.0,,,,,
358,303926,358,0.013504686271323669,0.0,0.6666666666666666,,,,,
359,304831,359,0.015722405523065714,1.0,1.0,,,,,
360,305688,360,0.01850047725859115,0.0,0.0,,,,,
361,306657,361,0.015453804765809986,0.0,0.0,0.017425991450551865,0.0,0.0,,
362,307602,362,0.015772479578522954,0.0,0.6666666666666666,,,,,
363,308339,363,0.015325330600460683,0.0,0.0,,,,,
364,309244,364,0.014115448902020484,1.0,1.0,,,,,
365,309973,365,0.012074833034146528,1.0,1.0,,,,,
366,310942,366,0.01722343672948357,0.0,0.6666666666666666,,,,,
367,312135,367,0.012672622396648575,0.0,0.6666666666666666,,,,,
368,312776,368,0.013100296061518628,1.0,1.0,,,,,
369,313665,369,0.018483530989311627,0.0,0.6666666666666666,0.01933412828567378,0.0,0.6666666666666666,,
370,314554,370,0.017338208486278116,0.0,0.6666666666666666,,,,,
371,315819,371,0.01808545715965266,1.0,1.0,,,,,
372,316700,372,0.015586551467827276,1.0,1.0,,,,,
373,317621,373,0.014631285149207005,1.0,1.0,,,,,
374,318526,374,0.015575357788130588,0.0,0.6666666666666666,,,,,
375,319407,375,0.013510411156695578,1.0,1.0,,,,,
376,320360,376,0.01200135283928083,1.0,1.0,,,,,
377,321033,377,0.015967525037731946,1.0,1.0,0.01089798880284819,1.0,1.0,,
378,321826,378,0.014868163612561703,1.0,1.0,,,,,
379,322611,379,0.01759502295140229,0.0,0.6666666666666666,,,,,
380,323620,380,0.014701112722375996,0.0,0.6666666666666666,,,,,
381,324853,381,0.014056500928470992,1.0,1.0,,,,,
382,325686,382,0.012753116321413595,0.0,0.6666666666666666,,,,,
383,326287,383,0.01624833852936565,1.0,1.0,,,,,
384,327016,384,0.018264097419200057,0.0,0.6666666666666666,,,,,
385,327545,385,0.012399316223618716,1.0,1.0,0.01590370228074919,1.0,1.0,,
386,328482,386,0.016171067458843856,1.0,1.0,,,,,
387,329155,387,0.014252539913592802,1.0,1.0,,,,,
388,329780,388,0.022577155276135973,0.0,0.0,,,,,
389,330677,389,0.01683424421817987,1.0,1.0,,,,,
390,331566,390,0.014855613922817661,1.0,1.0,,,,,
391,332303,391,0.018811159374887684,0.0,0.6666666666666666,,,,,
392,333136,392,0.015761324923439197,1.0,1.0,,,,,
393,333825,393,0.016421792937184692,0.0,0.6666666666666666,0.016498569910648995,0.0,0.0,,
394,334738,394,0.015384738577498749,1.0,1.0,,,,,
395,335435,395,0.023210084375168374,0.0,0.0,,,,,
396,336180,396,0.017103048553134107,1.0,1.0,,,,,
397,336813,397,0.01823463115894324,1.0,1.0,,,,,
398,337462,398,0.018893962988310992,0.0,0.6666666666666666,,,,,
399,338495,399,0.015240219935114414,0.0,0.6666666666666666,,,,,
400,339392,400,0.015086479173772854,0.0,0.6666666666666666,,,,,
401,340361,401,0.014640248059953832,0.0,0.6666666666666666,0.014267645833079913,0.0,0.6666666666666666,,
402,341146,402,0.017476942889772834,0.0,0.0,,,,,
403,342107,403,0.018588230949875162,0.0,0.0,,,,,
404,342764,404,0.016381099225638105,1.0,1.0,,,,,
405,343573,405,0.012020026840651595,1.0,1.0,,,,,
406,344342,406,0.014368377246654422,1.0,1.0,,,,,
407,344935,407,0.017230783083569033,1.0,1.0,,,,,
408,345880,408,0.016441958481906754,0.0,0.0,,,,,
409,346713,409,0.01602831842011378,1.0,1.0,0.014429073653211404,1.0,1.0,,
410,347378,410,0.013354367115876285,1.0,1.0,,,,,
411,347939,411,0.019433404364598183,0.0,0.6666666666666666,,,,,
